state,county,pop_20,area_sq_miles,hh_inc_21,econ_type,unemp_20,foreign_born_num,pop_change_2010_2020,pct_emp_change_2010_2021
GA,"Schley, GA",4538.0,166.90857332157523,53369.0,Manufacturing,4.3,20.0,-9.241516966067865,7.9
GA,"Screven, GA",14060.0,645.7777383524557,45061.0,Manufacturing,8.1,232.0,-3.604467895566368,0.2
GA,"Seminole, GA",9138.0,237.54300406025047,41917.0,Farming,5.0,46.0,4.788635582540955,-0.6
GA,"Spalding, GA",67413.0,195.97048248872196,52902.0,Nonspecialized,7.5,1929.0,5.045807126246625,13.0
GA,"Stephens, GA",26800.0,178.86353488896475,47909.0,Nonspecialized,6.3,933.0,2.326647564469914,-3.7
GA,"Stewart, GA",5295.0,458.74847837132836,37318.0,Federal/State Government,5.6,1473.0,-12.28128095080885,14.2
GA,"Sumter, GA",29553.0,482.8772511687313,39008.0,Federal/State Government,7.4,1343.0,-9.75959048112374,-6.1
GA,"Talbot, GA",5731.0,391.3774032929882,42646.0,Nonspecialized,6.7,37.0,-16.489439184268026,2.4
GA,"Taliaferro, GA",1557.0,194.6067483710349,40045.0,Nonspecialized,7.1,29.0,-9.202096680256261,-2.5
GA,"Tattnall, GA",22852.0,480.8398772503965,44225.0,Federal/State Government,4.3,1337.0,-10.493730407523511,5.7
GA,"Taylor, GA",7814.0,376.68633599846794,41030.0,Nonspecialized,7.2,34.0,-12.238940040422188,-0.2
GA,"Telfair, GA",12461.0,437.3074674477256,38091.0,Manufacturing,9.8,1325.0,-24.381818181818183,-22.4
GA,"Terrell, GA",9153.0,335.79143648542004,40549.0,Nonspecialized,7.5,262.0,-1.3955984970477724,-2.8
GA,"Thomas, GA",45766.0,544.6328732025013,50154.0,Nonspecialized,6.2,1119.0,2.4105545617173525,6.0
GA,"Tift, GA",41348.0,260.89004543650395,48717.0,Nonspecialized,5.1,2174.0,3.055984844708111,23.8
GA,"Toombs, GA",27052.0,364.01283210578583,45253.0,Nonspecialized,6.5,1510.0,-0.7089593358557102,7.6
GA,"Towns, GA",12539.0,166.4771574231232,51810.0,Recreation,6.6,323.0,19.31047655429281,2.8
GA,"Treutlen, GA",6390.0,199.4310765146402,40947.0,Nonspecialized,6.1,261.0,-6.957153231663035,-2.9
GA,"Troup, GA",69388.0,414.00895177892716,49557.0,Manufacturing,7.2,2533.0,3.552890638983354,25.0
GA,"Turner, GA",8971.0,285.4174451773522,37477.0,Nonspecialized,7.3,275.0,0.851063829787234,4.3
GA,"Twiggs, GA",7986.0,359.259615488566,47382.0,Mining,7.4,67.0,-11.093871217998448,-3.7
GA,"Union, GA",24766.0,322.08539846516663,59494.0,Recreation,4.4,621.0,15.3399513017419,27.5
GA,"Upson, GA",27712.0,323.46670177622445,47140.0,Nonspecialized,6.5,506.0,2.0145103671785805,6.5
GA,"Walker, GA",67711.0,446.3901770973456,47810.0,Manufacturing,4.9,682.0,-1.602769212868695,9.0
GA,"Walton, GA",97135.0,326.8205771609753,73839.0,Nonspecialized,5.3,4822.0,15.405644160061122,23.8
GA,"Ware, GA",36218.0,899.242176025526,43065.0,Nonspecialized,5.5,648.0,-0.16798854373209957,7.0
GA,"Warren, GA",5205.0,284.35792289385125,40361.0,Nonspecialized,6.7,24.0,-10.610215975317107,16.1
GA,"Washington, GA",19927.0,678.525907842044,46051.0,Federal/State Government,6.4,357.0,-5.659130598952188,-6.0
GA,"Wayne, GA",30155.0,641.8126531860379,46314.0,Federal/State Government,5.5,1200.0,0.14950662812718032,5.3
GA,"Webster, GA",2350.0,209.65737640483277,44084.0,Manufacturing,5.6,210.0,-16.112897463379777,4.2
GA,"Wheeler, GA",7430.0,295.4895478280208,35664.0,Nonspecialized,7.2,84.0,0.6737636437137852,-6.0
GA,"White, GA",28090.0,240.74421696162298,61473.0,Recreation,4.3,505.0,3.1646035956380785,39.6
GA,"Whitfield, GA",102727.0,290.4448449182004,56973.0,Manufacturing,7.2,18936.0,0.25828711780816577,-0.9
GA,"Wilcox, GA",8731.0,377.8107767294675,38449.0,Farming,6.0,305.0,-5.283630470016208,3.0
GA,"Wilkes, GA",9556.0,469.5007938260718,42567.0,Nonspecialized,6.7,271.0,-9.704521854054564,-0.1
GA,"Wilkinson, GA",8844.0,449.2143886380941,46475.0,Mining,5.3,178.0,-7.173481125169926,6.0
GA,"Worth, GA",20719.0,570.7121778170401,48943.0,Farming,5.4,385.0,-4.128419207528022,-0.8
HI,"Hawaii, HI",200746.0,4028.449310575956,67896.0,Federal/State Government,11.7,26100.0,8.401817602213109,10.9
HI,"Honolulu, HI",1013227.0,600.6254183417066,90176.0,Federal/State Government,10.5,197521.0,6.640845063034577,2.1
HI,"Kalawao, HI",82.0,11.991408068299931,,Recreation,,1.0,-8.88888888888889,
HI,"Kauai, HI",73201.0,619.884229579442,76719.0,Recreation,16.6,11765.0,9.251613480198536,3.7
HI,"Maui, HI",164655.0,1161.5300333437838,75421.0,Recreation,18.2,29354.0,6.406861542038571,10.0
ID,"Ada, ID",497984.0,1052.0144004528206,79345.0,Nonspecialized,5.5,27605.0,26.149631083302538,42.5
ID,"Adams, ID",4424.0,1362.8051303712605,51829.0,Federal/State Government,9.6,49.0,10.135814889336016,10.8
ID,"Bannock, ID",87177.0,1112.491406137789,60058.0,Federal/State Government,5.0,2681.0,5.044725310542136,8.6
ID,"Bear Lake, ID",6370.0,975.7277466150422,60265.0,Recreation,4.3,176.0,6.448379552288673,13.0
ID,"Benewah, ID",9576.0,776.9313657051692,53667.0,Nonspecialized,7.7,104.0,2.6386645126548194,5.9
ID,"Bingham, ID",48068.0,2093.732467872438,63576.0,Nonspecialized,3.9,2250.0,5.229460389852434,10.5
ID,"Blaine, ID",24327.0,2637.737953226038,86735.0,Recreation,7.9,4010.0,13.547904191616766,14.5
ID,"Boise, ID",7647.0,1899.5556902194141,71545.0,Federal/State Government,8.1,313.0,8.281161070005691,29.1
ID,"Bonner, ID",47390.0,1733.2204813304154,61940.0,Recreation,7.7,861.0,15.24818357511559,20.4
ID,"Bonneville, ID",124626.0,1865.9823918103095,69880.0,Nonspecialized,4.1,5210.0,18.928564575858164,28.1
ID,"Boundary, ID",12113.0,1268.6788378942297,55285.0,Nonspecialized,6.4,544.0,9.87969376594969,14.8
ID,"Butte, ID",2577.0,2236.4868130663153,52221.0,Nonspecialized,3.7,87.0,-10.965063991698374,10.6
ID,"Camas, ID",1089.0,1074.2342775333323,57230.0,Nonspecialized,4.9,29.0,-3.5810205908683974,20.8
ID,"Canyon, ID",232714.0,587.0496129711798,64301.0,Nonspecialized,6.0,19089.0,22.327614954240616,40.3
ID,"Caribou, ID",7015.0,1764.1938016701235,66697.0,Manufacturing,3.7,306.0,0.9191440471061324,12.6
ID,"Cassia, ID",24699.0,2565.6095229012644,63356.0,Farming,3.7,2467.0,7.419832694318577,18.2
ID,"Clark, ID",792.0,1763.1450327182984,52838.0,Farming,4.0,200.0,-19.551934826883908,-25.2
ID,"Clearwater, ID",8750.0,2457.3136493296493,53344.0,Federal/State Government,8.4,214.0,-0.30818399726058665,-3.2
ID,"Custer, ID",4266.0,4922.176768772674,53846.0,Mining,5.1,24.0,-2.129120879120879,2.8
ID,"Elmore, ID",28668.0,3075.078870635694,51436.0,Nonspecialized,4.9,2832.0,6.021155410903174,10.7
ID,"Franklin, ID",14269.0,663.0189637944269,59974.0,Farming,3.6,406.0,11.0120444235883,22.1
ID,"Fremont, ID",13404.0,1863.9596461450788,58878.0,Federal/State Government,3.7,795.0,1.102552484518955,28.6
ID,"Gem, ID",19258.0,559.7694753798087,58562.0,Nonspecialized,6.0,712.0,14.3788504097135,22.7
ID,"Gooding, ID",15643.0,729.3219922254466,59174.0,Farming,3.9,1903.0,0.8665287118468701,2.9
ID,"Idaho, ID",16561.0,8477.49874864285,51056.0,Federal/State Government,6.8,252.0,1.6843917132845636,11.0
ID,"Jefferson, ID",31055.0,1093.6805367437996,75957.0,Farming,3.5,1187.0,18.1752104055088,21.4
ID,"Jerome, ID",24222.0,597.5432052194836,59040.0,Farming,4.1,4242.0,8.326629123089301,17.5
ID,"Kootenai, ID",172646.0,1237.7794252328583,68043.0,Recreation,7.1,3839.0,23.73243606221208,28.6
ID,"Latah, ID",39611.0,1075.8671592300814,59436.0,Federal/State Government,4.9,1702.0,6.102996455804962,6.3
ID,"Lemhi, ID",7948.0,4563.694722137709,57499.0,Federal/State Government,6.8,144.0,0.4788306451612903,3.3
ID,"Lewis, ID",3531.0,478.8215080533192,50128.0,Farming,7.9,57.0,-7.537293902119864,6.5
ID,"Lincoln, ID",5133.0,1201.363676588463,57111.0,Farming,6.1,841.0,-1.555299539170507,9.1
ID,"Madison, ID",52876.0,469.2671649443936,55721.0,Nonspecialized,2.8,1924.0,40.96600596760444,37.4
ID,"Minidoka, ID",21674.0,756.9959420661409,61010.0,Farming,3.9,3013.0,7.693457571378744,18.0
ID,"Nez Perce, ID",42088.0,848.3204690523663,61951.0,Nonspecialized,5.0,729.0,7.194702661403285,7.6
ID,"Oneida, ID",4554.0,1198.9512101986572,60769.0,Farming,4.3,131.0,6.48623425104993,32.9
ID,"Owyhee, ID",11978.0,7668.204664654817,52374.0,Farming,6.0,1040.0,3.357626236335242,10.4
ID,"Payette, ID",25589.0,406.8934825180657,58885.0,Nonspecialized,5.4,1672.0,12.213234319055829,14.8
ID,"Power, ID",7879.0,1403.8259640585206,57322.0,Farming,4.1,1114.0,0.7803505181015735,13.4
ID,"Shoshone, ID",13189.0,2637.4247973349684,47699.0,Mining,9.3,162.0,3.1649040344692523,10.9
ID,"Teton, ID",11731.0,449.09087262180367,84015.0,Recreation,5.7,1062.0,14.355948869223207,37.0
ID,"Twin Falls, ID",90279.0,1921.7100967263168,57487.0,Nonspecialized,5.3,7596.0,16.59458759549398,20.0
ID,"Valley, ID",11838.0,3665.1186399319226,69425.0,Recreation,8.1,99.0,19.103630095315353,38.0
ID,"Washington, ID",10544.0,1452.8524336792293,51067.0,Nonspecialized,5.5,683.0,2.9613649735242205,8.8
IL,"Adams, IL",65530.0,855.1492084133208,59777.0,Nonspecialized,6.4,875.0,-2.035676497325008,-7.7
IL,"Alexander, IL",5168.0,235.39405008826296,41816.0,Federal/State Government,10.4,28.0,-36.3923282350085,-35.7
IL,"Bond, IL",16663.0,380.33577607309377,57287.0,Federal/State Government,7.0,327.0,-5.870103556956327,-7.5
IL,"Boone, IL",53326.0,280.74053547738447,71557.0,Manufacturing,11.4,4967.0,-1.3237330379396288,-2.9
IL,"Brown, IL",6217.0,305.7267547185547,51294.0,Nonspecialized,3.9,179.0,-9.989909182643794,22.4
IL,"Bureau, IL",33118.0,869.0714207942276,61431.0,Nonspecialized,7.7,1188.0,-4.957401795414261,-8.9
IL,"Calhoun, IL",4411.0,253.82943241435868,63586.0,Farming,7.9,20.0,-12.81194733739438,-8.0
IL,"Carroll, IL",15664.0,445.40646558980194,54450.0,Nonspecialized,7.3,338.0,2.047182686683564,-5.3
IL,"Cass, IL",12956.0,375.7539432615132,60961.0,Manufacturing,6.8,1492.0,-4.398182084738308,-15.7
IL,"Champaign, IL",205469.0,996.1037583957918,58787.0,Federal/State Government,6.6,25613.0,2.379140744277182,3.5
IL,"Christian, IL",33900.0,709.4896528478124,52500.0,Nonspecialized,8.3,426.0,-2.206896551724138,-17.6
IL,"Clark, IL",15407.0,501.3748727793333,58741.0,Manufacturing,8.0,105.0,-5.387205387205387,-6.3
IL,"Clay, IL",13267.0,468.3507572235856,51042.0,Manufacturing,9.6,30.0,-3.814694173000362,-7.7
IL,"Clinton, IL",36896.0,473.94125609848385,77272.0,Nonspecialized,5.9,804.0,-2.285366241194852,0.3
IL,"Coles, IL",46737.0,508.2718638078632,47693.0,Federal/State Government,7.6,896.0,-13.012083975275186,-6.5
IL,"Cook, IL",5262741.0,944.9274085439778,72063.0,Nonspecialized,10.4,1102013.0,1.5567095150322205,2.6
IL,"Crawford, IL",18639.0,443.6434690044896,59128.0,Manufacturing,7.1,222.0,-5.742544280163496,-15.1
IL,"Cumberland, IL",10428.0,345.94367811742757,69740.0,Nonspecialized,5.8,113.0,-5.412744388124548,3.2
IL,"DeKalb, IL",100233.0,631.336593065296,67081.0,Federal/State Government,8.3,7153.0,-4.507417268923545,-0.6
IL,"De Witt, IL",15441.0,397.5610400511508,64325.0,Nonspecialized,6.7,270.0,-6.310005434454441,-15.9
IL,"Douglas, IL",19742.0,416.646803768975,65447.0,Manufacturing,5.8,590.0,-1.2012012012012012,3.9
IL,"DuPage, IL",931153.0,327.7988415390342,99536.0,Nonspecialized,7.5,182700.0,1.7398388525112223,4.4
IL,"Edgar, IL",16755.0,623.3236123101728,56772.0,Manufacturing,6.7,175.0,-9.205426356589147,2.3
IL,"Edwards, IL",6205.0,222.3996674888069,53779.0,Manufacturing,8.5,44.0,-7.082279422704954,-17.7
IL,"Effingham, IL",34614.0,478.76894950864636,69988.0,Nonspecialized,6.8,756.0,1.244086209917645,8.7
IL,"Fayette, IL",21460.0,716.4447684699697,52610.0,Nonspecialized,7.6,334.0,-2.944896115627823,-7.7
IL,"Ford, IL",13533.0,485.5968934991205,57483.0,Nonspecialized,6.7,228.0,-3.884667282153256,-9.9
IL,"Franklin, IL",37636.0,408.9243494564454,49510.0,Nonspecialized,10.7,337.0,-4.441242637951518,-7.1
IL,"Fulton, IL",33440.0,865.6834108883902,50978.0,Nonspecialized,8.7,397.0,-9.33394480563274,-12.2
IL,"Gallatin, IL",4947.0,322.9411286847661,48424.0,Nonspecialized,9.5,15.0,-11.504741456432278,-22.8
IL,"Greene, IL",11915.0,543.0391604130984,53394.0,Farming,6.6,43.0,-13.690047529886215,-9.2
IL,"Grundy, IL",52514.0,418.12569942409,83254.0,Nonspecialized,8.5,2170.0,4.933783432874578,6.0
IL,"Hamilton, IL",7977.0,434.6474107215941,55409.0,Farming,6.7,64.0,-5.486579165188601,11.0
IL,"Hancock, IL",17552.0,793.7483447799758,56700.0,Nonspecialized,7.0,286.0,-7.768006700167504,-13.0
IL,"Hardin, IL",3634.0,177.38888906048984,47144.0,Mining,9.5,19.0,-15.532407407407408,-22.7
IL,"Henderson, IL",6339.0,378.792795565076,59415.0,Farming,7.1,51.0,-12.876824444141318,-4.3
IL,"Henry, IL",49138.0,823.0614165007714,62683.0,Nonspecialized,8.0,785.0,-2.380858059660104,-7.5
IL,"Iroquois, IL",26984.0,1117.3950180464158,60736.0,Farming,6.3,898.0,-8.886869910491958,-13.0
IL,"Jackson, IL",52896.0,583.5701146105696,43334.0,Federal/State Government,7.9,3073.0,-12.02962569331429,-5.8
IL,"Jasper, IL",9247.0,494.61373990921965,59069.0,Farming,6.2,118.0,-4.237987213858528,-2.4
IL,"Jefferson, IL",37029.0,571.2344976115719,53294.0,Nonspecialized,10.2,692.0,-4.414453859427718,-5.2
IL,"Jersey, IL",21444.0,369.6600972668599,68675.0,Nonspecialized,7.7,254.0,-6.408527300413313,-4.2
IL,"Jo Daviess, IL",22035.0,600.9237668282633,67839.0,Recreation,8.4,503.0,-2.83534703236617,-10.8
IL,"Johnson, IL",13307.0,343.73498603082334,57073.0,Federal/State Government,9.1,149.0,5.770147830233667,-1.1
IL,"Kane, IL",516155.0,519.3652978314957,90941.0,Nonspecialized,9.3,88632.0,0.2431739537988895,3.1
IL,"Kankakee, IL",107236.0,676.4901428114725,63880.0,Nonspecialized,9.0,5270.0,-5.242003014570424,-0.2
IL,"Kendall, IL",132291.0,320.2380767787341,100483.0,Nonspecialized,7.9,12122.0,14.932540789290197,18.5
IL,"Knox, IL",49736.0,716.3846755274542,47559.0,Nonspecialized,8.8,1575.0,-5.578336703263479,-16.4
IL,"Lake, IL",713217.0,443.6138931917831,95895.0,Nonspecialized,8.2,133276.0,1.546636492091968,4.4
IL,"LaSalle, IL",109359.0,1135.163519676539,64447.0,Nonspecialized,9.6,3629.0,-3.7446016642674067,-8.7
IL,"Lawrence, IL",15234.0,372.178607005129,46525.0,Mining,9.1,255.0,-9.225925265846849,-11.9
IL,"Lee, IL",34021.0,724.7867827959049,60542.0,Nonspecialized,7.0,872.0,-5.234381504815298,-6.5
IL,"Livingston, IL",35752.0,1043.627954260792,61569.0,Nonspecialized,6.9,668.0,-8.048780487804878,-15.0
IL,"Logan, IL",27879.0,618.0523844125919,58939.0,Nonspecialized,6.9,408.0,-7.6489028213166135,-11.3
IL,"McDonough, IL",27079.0,589.3230404928518,53024.0,Federal/State Government,7.3,822.0,-16.47859683552067,-15.4
IL,"McHenry, IL",309770.0,603.3952018310509,92522.0,Nonspecialized,8.0,27349.0,0.47577406399792715,3.2
IL,"McLean, IL",170870.0,1183.2476779815197,71309.0,Nonspecialized,6.9,11902.0,0.8149930413039889,-8.3
IL,"Macon, IL",103647.0,580.5757061422678,48245.0,Manufacturing,10.0,2514.0,-6.111873465260725,-12.7
IL,"Macoupin, IL",44810.0,862.9737292219114,57755.0,Nonspecialized,7.1,420.0,-5.857845702920549,-5.3
IL,"Madison, IL",265498.0,715.5005297321841,65886.0,Nonspecialized,7.9,5613.0,-1.2711581167697803,-0.3
IL,"Marion, IL",37613.0,572.5376395566311,55292.0,Nonspecialized,9.4,379.0,-4.330958237188427,-8.2
IL,"Marshall, IL",11691.0,386.8138485583717,64132.0,Manufacturing,7.5,166.0,-7.1044303797468356,-16.4
IL,"Mason, IL",13026.0,539.3518610897039,58828.0,Nonspecialized,8.1,87.0,-10.773216964407473,-14.2
IL,"Massac, IL",14125.0,237.15089722423426,52680.0,Recreation,10.1,156.0,-8.16643982111608,-20.8
IL,"Menard, IL",12265.0,314.3911666772201,75687.0,Farming,6.6,153.0,-3.2113341204250294,-9.3
IL,"Mercer, IL",15633.0,561.2398169412368,64731.0,Nonspecialized,8.2,225.0,-4.472435195326761,-11.0
IL,"Monroe, IL",34898.0,385.3262528629476,93054.0,Nonspecialized,5.6,446.0,6.0836848014078955,7.4
IL,"Montgomery, IL",28157.0,703.7640529608632,59116.0,Nonspecialized,8.8,435.0,-6.032420940738772,-12.1
IL,"Morgan, IL",32798.0,568.9477356651845,54644.0,Nonspecialized,7.0,366.0,-7.4042816552733,-10.8
IL,"Moultrie, IL",14486.0,335.9580696898982,69652.0,Manufacturing,5.2,113.0,-2.1554627509093356,0.9
IL,"Ogle, IL",51678.0,758.6535926035178,74472.0,Nonspecialized,8.3,1929.0,-3.1945716582238255,-9.5
IL,"Peoria, IL",181225.0,618.7286686270361,56460.0,Nonspecialized,10.5,11435.0,-2.500884746962369,-10.4
IL,"Perry, IL",20880.0,441.92763943307847,53071.0,Federal/State Government,9.5,254.0,-6.286353467561521,-12.2
IL,"Piatt, IL",16654.0,439.18816959769697,81583.0,Farming,5.6,147.0,-0.3347480423217168,-3.3
IL,"Pike, IL",14633.0,831.3516217063554,54474.0,Nonspecialized,6.1,112.0,-10.292148508825319,-11.8
IL,"Pope, IL",3744.0,368.86736038931457,50404.0,Federal/State Government,8.1,39.0,-15.8165548098434,-13.3
IL,"Pulaski, IL",5161.0,199.26756996557512,42738.0,Federal/State Government,11.8,45.0,-15.711735107937022,-28.7
IL,"Putnam, IL",5635.0,160.0970023799338,74798.0,Manufacturing,8.5,77.0,-6.143856143856144,-3.3
IL,"Randolph, IL",30055.0,575.3671823962119,58694.0,Manufacturing,7.2,760.0,-9.896642370653602,-4.3
IL,"Richland, IL",15803.0,360.0341383821083,56852.0,Nonspecialized,6.9,269.0,-2.58732212160414,-7.3
IL,"Rock Island, IL",144267.0,427.4961069317696,58171.0,Nonspecialized,9.6,11880.0,-1.9478671058517343,-7.5
IL,"St. Clair, IL",256789.0,657.7100218224949,66422.0,Nonspecialized,9.2,7914.0,-4.686435405989869,-2.4
IL,"Saline, IL",23634.0,379.9902872136859,50914.0,Mining,9.9,212.0,-4.595994059326456,-16.9
IL,"Sangamon, IL",196012.0,868.2564753195768,68476.0,Federal/State Government,8.4,5955.0,-0.5682019598409845,-6.2
IL,"Schuyler, IL",6875.0,437.30043691322123,57839.0,Mining,6.3,98.0,-8.510074231177095,-14.4
IL,"Scott, IL",4927.0,250.78959284753444,63510.0,Farming,6.7,57.0,-7.5816993464052285,-16.9
IL,"Shelby, IL",20900.0,758.5103521715158,55725.0,Farming,6.6,221.0,-6.139605598533292,-3.3
IL,"Stark, IL",5391.0,288.09253672217784,58265.0,Farming,7.4,135.0,-9.90990990990991,-18.1
IL,"Stephenson, IL",44457.0,564.2466532663472,56263.0,Manufacturing,7.4,819.0,-6.457630315860074,-10.0
IL,"Tazewell, IL",131018.0,646.4691666525096,65427.0,Manufacturing,8.3,2174.0,-2.992008508501115,-9.4
IL,"Union, IL",17179.0,413.4111880055043,52384.0,Federal/State Government,8.2,404.0,-3.167115902964959,-3.4
IL,"Vermilion, IL",73883.0,898.3188095852181,49825.0,Nonspecialized,9.0,1587.0,-9.111179173047473,-11.0
IL,"Wabash, IL",11316.0,223.3230404928517,56183.0,Mining,8.5,258.0,-4.904997070394241,-2.1
IL,"Warren, IL",16777.0,542.3840963741917,61734.0,Manufacturing,6.3,955.0,-4.924606087987801,-13.2
IL,"Washington, IL",13711.0,562.5869865034124,66746.0,Nonspecialized,5.3,152.0,-6.48953519978255,17.8
IL,"Wayne, IL",16121.0,713.829708863516,51669.0,Nonspecialized,8.4,254.0,-3.466587112171838,-15.5
IL,"White, IL",13808.0,494.9826860201669,50653.0,Mining,7.9,159.0,-5.373337879304466,-18.2
IL,"Whiteside, IL",55509.0,684.099277680051,56805.0,Manufacturing,8.2,1739.0,-4.798454648022155,-2.7
IL,"Will, IL",695903.0,835.8758751005796,93994.0,Nonspecialized,9.1,86042.0,2.773924080524234,6.0
IL,"Williamson, IL",67094.0,420.21002143639276,55447.0,Federal/State Government,8.8,1272.0,1.1995720119957203,0.4
IL,"Winnebago, IL",284858.0,513.0496959831474,57113.0,Manufacturing,11.5,25719.0,-3.358327745151829,-4.9
IL,"Woodford, IL",38395.0,527.545707933782,85085.0,Manufacturing,6.2,668.0,-0.5095178977860543,-7.6
IN,"Adams, IN",35826.0,338.92647224620345,62282.0,Manufacturing,5.6,367.0,4.1352836827871,10.4
IN,"Allen, IN",385892.0,657.3004581488408,62680.0,Nonspecialized,7.8,27418.0,8.46567547259019,12.5
IN,"Bartholomew, IN",82157.0,406.93966458531855,72458.0,Manufacturing,6.6,8852.0,7.050029950256532,19.4
IN,"Benton, IN",8712.0,406.41750386488275,60738.0,Farming,5.4,171.0,-1.5247345832392138,-3.8
IN,"Blackford, IN",12098.0,165.0816165943626,47553.0,Manufacturing,8.1,99.0,-5.122982923390255,-10.2
IN,"Boone, IN",71169.0,422.8822704970062,98047.0,Nonspecialized,4.3,3221.0,25.021186440677965,32.8
IN,"Brown, IN",15470.0,311.98748758681506,66839.0,Recreation,6.8,273.0,1.5286707781131086,8.6
IN,"Carroll, IN",20307.0,372.2246639752771,57019.0,Manufacturing,6.3,440.0,0.7491937484495163,-0.5
IN,"Cass, IN",37771.0,412.14414545550017,53813.0,Manufacturing,6.9,3360.0,-2.812708515115742,-1.6
IN,"Clark, IN",121282.0,372.83010152942796,62822.0,Nonspecialized,7.3,4543.0,9.852855795050438,18.7
IN,"Clay, IN",26432.0,357.60035181630184,64245.0,Manufacturing,6.6,192.0,-1.5767943473410189,-5.8
IN,"Clinton, IN",33151.0,405.06720262796586,60609.0,Manufacturing,5.7,2399.0,-0.10233566096797496,6.7
IN,"Crawford, IN",10540.0,305.61330322765974,52031.0,Nonspecialized,7.3,19.0,-1.7455427984691498,7.4
IN,"Daviess, IN",33391.0,429.4987525038726,59888.0,Nonspecialized,3.9,1142.0,5.475859453993933,15.9
IN,"Dearborn, IN",50726.0,305.0868413289946,73150.0,Recreation,7.0,532.0,1.2628129558215277,7.3
IN,"Decatur, IN",26477.0,372.56780031413274,64871.0,Manufacturing,7.6,524.0,2.843822843822844,25.5
IN,"DeKalb, IN",43274.0,362.83255443654565,65059.0,Manufacturing,6.9,504.0,2.4678492764606967,17.8
IN,"Delaware, IN",111669.0,392.1007664900378,50533.0,Federal/State Government,7.4,2291.0,-4.90180248319467,2.6
IN,"Dubois, IN",43604.0,427.26523713623385,67615.0,Manufacturing,4.6,2108.0,4.172933228293824,5.6
IN,"Elkhart, IN",206842.0,463.1605366511351,62233.0,Manufacturing,7.6,16614.0,4.802615927393842,37.5
IN,"Fayette, IN",23333.0,215.02091013549096,50642.0,Nonspecialized,9.8,293.0,-3.620710960991885,-4.1
IN,"Floyd, IN",80437.0,148.48117867727572,67330.0,Nonspecialized,6.6,2204.0,7.919225508863203,16.2
IN,"Fountain, IN",16470.0,395.66760154873305,55195.0,Manufacturing,6.6,217.0,-4.41415313225058,-2.7
IN,"Franklin, IN",22767.0,384.4258278416734,61261.0,Nonspecialized,6.0,235.0,-1.3080954649802918,7.6
IN,"Fulton, IN",20434.0,368.39296012182297,57400.0,Manufacturing,6.6,749.0,-1.7085813015933962,-0.1
IN,"Gibson, IN",33021.0,487.3833662549788,60592.0,Manufacturing,6.3,702.0,-1.4685252066979075,19.6
IN,"Grant, IN",66446.0,414.0885868969277,50248.0,Manufacturing,6.4,1251.0,-4.834358630336421,0.6
IN,"Greene, IN",30790.0,542.4673400031197,55504.0,Nonspecialized,6.3,299.0,-7.121965927936078,0.5
IN,"Hamilton, IN",348868.0,394.37683610889314,108203.0,Nonspecialized,4.7,30543.0,26.549974687601296,36.1
IN,"Hancock, IN",80156.0,305.9570781795128,80326.0,Nonspecialized,5.7,1722.0,14.053884174737865,23.5
IN,"Harrison, IN",39652.0,484.10379739211146,66989.0,Recreation,6.3,501.0,0.7367137486027843,13.5
IN,"Hendricks, IN",175528.0,406.8935431361072,90298.0,Nonspecialized,5.1,8697.0,20.17215774709862,29.8
IN,"Henry, IN",48885.0,391.8774650693362,52994.0,Nonspecialized,6.6,357.0,-1.1079212324612835,13.4
IN,"Howard, IN",83619.0,293.0741725444288,56268.0,Manufacturing,11.0,1705.0,1.0948375870069607,3.8
IN,"Huntington, IN",36599.0,382.6491539729142,55546.0,Manufacturing,6.7,539.0,-1.2444779657364509,3.8
IN,"Jackson, IN",46373.0,509.9778346463381,61943.0,Manufacturing,7.2,2377.0,9.56201623560506,22.5
IN,"Jasper, IN",32906.0,559.6797174349842,74336.0,Nonspecialized,7.1,901.0,-1.672740307067328,2.1
IN,"Jay, IN",20456.0,383.9052995612335,52315.0,Manufacturing,6.6,282.0,-3.646544017315202,-10.6
IN,"Jefferson, IN",33075.0,360.6402130048479,59333.0,Manufacturing,7.5,431.0,2.2172196866905143,4.9
IN,"Jennings, IN",27564.0,376.597236743954,61964.0,Manufacturing,7.8,325.0,-3.1971954425942153,10.6
IN,"Johnson, IN",162180.0,320.4148957446907,79914.0,Nonspecialized,5.7,7052.0,15.83270081773526,25.1
IN,"Knox, IN",36244.0,515.8266316291813,56564.0,Federal/State Government,6.0,557.0,-5.613943808532778,3.0
IN,"Kosciusko, IN",80050.0,531.4444425997341,66525.0,Manufacturing,6.2,4142.0,3.7255358204710562,12.5
IN,"LaGrange, IN",40515.0,379.62967357377715,80335.0,Manufacturing,6.5,725.0,8.936651583710407,36.9
IN,"Lake, IN",498597.0,498.72922963349635,61468.0,Nonspecialized,10.4,34418.0,0.5433412969627323,2.1
IN,"LaPorte, IN",112222.0,598.2866499767566,62620.0,Nonspecialized,9.7,3489.0,0.8522701786178869,-3.2
IN,"Lawrence, IN",45022.0,449.1459045370094,52557.0,Nonspecialized,7.1,659.0,-2.434213378419387,10.2
IN,"Madison, IN",130065.0,451.9210922984971,54026.0,Nonspecialized,8.0,2214.0,-1.1448236044850952,7.3
IN,"Marion, IN",976770.0,396.612350713594,58737.0,Nonspecialized,8.0,95908.0,8.170309046007663,16.9
IN,"Marshall, IN",46018.0,443.61981252422794,68799.0,Manufacturing,6.5,2016.0,-2.031837793033092,4.6
